966,-698,269,427,-676,244,430,10
971,-694,268,422,-671,236,434,10
977,-675,248,412,-667,229,436,10
981,-676,237,416,-661,222,438,10
987,-685,214,445,-655,214,441,10
992,-696,221,453,-648,206,441,10
996,-666,225,440,-640,201,440,10
1006,-635,214,452,-635,188,446,9
1010,-634,190,453,-634,183,450,12
1020,-648,211,435,-631,172,458,10
1025,-649,192,438,-629,165,463,10
1033,-641,183,446,-626,156,470,9
1039,-650,170,470,-625,150,474,9
1046,-626,155,466,-623,145,478,9
1052,-613,160,455,-621,138,482,9
1059,-616,143,466,-619,133,485,9
1064,-603,131,479,-617,129,488,10
1070,-595,135,478,-616,124,491,9
1077,-599,148,474,-614,118,495,9
1085,-605,140,473,-612,111,500,8
1097,-604,126,469,-608,100,506,9
1103,-594,105,474,-606,96,509,8
1110,-592,95,485,-604,90,513,7
1116,-612,99,513,-602,86,515,9
1124,-607,99,508,-600,80,519,8
1130,-623,101,512,-597,74,523,7
1138,-623,77,531,-595,68,526,6
1144,-608,78,517,-592,62,529,6
1150,-598,69,513,-590,58,532,8
1163,-577,58,529,-585,45,539,7
1170,-591,65,524,-581,38,543,7
1177,-599,52,531,-577,29,548,6
1182,-599,49,541,-573,20,553,8
1189,-570,41,536,-568,10,558,7
1195,-567,33,544,-563,0,563,7
1203,-564,30,542,-552,-20,573,6
1207,-552,22,540,-551,-23,574,8
1214,-569,23,542,-542,-38,581,7
1222,-568,14,548,-539,-45,584,6
1234,-556,1,559,-525,-68,594,7
1240,-554,0,576,-518,-80,599,7
1247,-524,-23,592,-510,-93,603,7
1253,-540,-33,605,-500,-109,609,7
1260,-534,-46,591,-490,-124,613,7
1266,-495,-64,588,-483,-136,617,7
1273,-503,-65,603,-474,-149,621,7
1279,-493,-66,598,-464,-163,625,7
1285,-485,-91,607,-453,-177,628,6
1292,-488,-106,614,-442,-192,631,7
1291,-493,-118,604,-438,-197,632,13
1307,-467,-125,605,-413,-229,639,10
1318,-440,-143,600,-399,-246,642,6
1324,-444,-132,601,-393,-260,649,5
1333,-446,-134,622,-383,-277,657,6
1342,-421,-175,623,-374,-291,661,5
1350,-398,-199,618,-367,-304,666,5
1359,-405,-184,639,-361,-314,669,5
1366,-402,-196,637,-352,-326,673,5
1375,-389,-202,636,-344,-337,675,4
1398,-345,-239,657,-327,-362,680,2
1406,-362,-225,669,-321,-371,682,2
1413,-366,-238,664,-316,-379,683,2
1420,-355,-259,646,-310,-387,685,4
1428,-341,-266,627,-304,-394,686,3
1435,-316,-288,623,-300,-400,686,2
1442,-310,-295,644,-295,-405,687,1
1448,-308,-307,660,-292,-411,689,4
1455,-325,-321,681,-286,-417,689,3
1472,-310,-344,663,-274,-431,690,2
1479,-295,-355,659,-268,-437,691,2
1484,-277,-370,676,-265,-443,692,4
1493,-279,-402,689,-257,-450,692,3
1502,-264,-386,656,-245,-462,692,2
1509,-258,-393,653,-244,-464,693,2
1514,-252,-395,658,-236,-472,693,4
1522,-250,-380,646,-232,-477,694,3
1531,-251,-401,654,-225,-484,693,2
1538,-262,-409,658,-218,-491,693,1
1554,-272,-456,657,-201,-506,693,1
1561,-253,-462,652,-193,-513,693,2
1569,-240,-463,637,-186,-520,694,3
1577,-246,-466,645,-178,-527,694,3
1584,-248,-477,642,-170,-534,694,2
1591,-224,-493,643,-163,-541,695,3
1601,-223,-492,644,-155,-548,695,2
1608,-208,-476,635,-149,-555,697,4
1616,-178,-465,627,-143,-561,697,3
1624,-189,-469,640,-137,-568,698,3
1643,-182,-506,681,-124,-586,703,3
1647,-171,-502,663,-120,-592,706,9
1662,-174,-495,655,-112,-597,703,3
1667,-189,-505,626,-107,-600,702,6
1678,-201,-541,657,-99,-607,702,2
1686,-167,-538,638,-94,-616,707,2
1698,-164,-530,650,-89,-622,709,2
1707,-161,-514,644,-85,-628,711,1
1716,-159,-483,680,-79,-635,712,1
1734,-139,-528,652,-71,-645,714,1
1742,-114,-522,688,-68,-650,715,2
1751,-132,-507,712,-64,-655,715,1
1759,-117,-486,713,-61,-660,715,2
1766,-113,-505,713,-57,-665,715,4
1776,-123,-545,692,-54,-668,715,3
1783,-107,-571,684,-51,-672,715,4
1791,-105,-563,697,-48,-676,716,5
1803,-87,-560,708,-44,-681,716,5
1813,-76,-571,668,-41,-684,716,5
1821,-56,-591,659,-40,-686,717,4
1838,-57,-634,705,-38,-691,720,6
1847,-66,-633,716,-36,-694,720,5
1857,-77,-635,699,-34,-696,721,4
1865,-76,-650,701,-32,-699,722,5
1874,-68,-665,704,-30,-702,723,5
1885,-51,-673,697,-28,-704,724,4
1893,-52,-675,701,-27,-707,726,4
1903,-39,-683,681,-26,-709,727,5
1913,-25,-689,656,-26,-710,729,3
1922,-28,-713,667,-25,-712,731,3
1941,-56,-702,711,-22,-717,735,3
1952,-51,-694,687,-20,-720,737,2
1962,-27,-710,664,-19,-722,739,2
1972,-18,-740,687,-19,-725,743,2
1982,-5,-734,676,-19,-728,746,2
1993,-29,-718,700,-18,-731,750,2
2004,-33,-687,667,-17,-735,753,2
2015,-36,-678,654,-16,-740,758,2
2026,-25,-707,661,-15,-746,764,2
2034,-17,-733,674,-15,-748,766,7
2057,-32,-719,668,-13,-749,767,2
2065,-36,-723,664,-11,-753,772,3
2077,-39,-742,680,-10,-756,775,2
2087,-15,-755,670,-9,-759,778,3
2098,-30,-736,674,-8,-761,780,3
2107,-19,-742,666,-7,-762,783,3
2117,5,-740,639,-7,-763,785,4
2144,-24,-746,705,-6,-767,791,4
2154,-8,-734,687,-6,-768,792,4
2163,17,-774,689,-7,-768,794,4
2172,14,-764,672,-7,-768,797,5
2182,-15,-746,714,-8,-769,798,5
2190,-26,-732,727,-7,-770,800,5
2200,-3,-743,707,-8,-771,801,6
2210,12,-741,670,-9,-771,803,5
2218,18,-750,671,-11,-771,806,6
2228,-6,-753,723,-11,-771,807,5
2238,-27,-761,759,-12,-772,809,5
2247,-19,-756,729,-12,-773,810,5
2266,5,-773,711,-14,-773,815,6
2276,0,-780,735,-15,-774,817,6
2287,-22,-770,754,-15,-774,818,4
2295,-12,-758,712,-16,-775,820,5
2305,5,-747,682,-17,-775,823,5
2316,-9,-763,715,-18,-776,825,4
2326,-6,-770,747,-19,-776,827,4
2335,10,-784,759,-21,-777,830,4
2346,-2,-770,736,-22,-778,833,4
2357,-14,-758,729,-23,-779,836,4
2379,-20,-763,766,-26,-783,842,4
2390,10,-772,750,-29,-785,848,4
2397,7,-765,742,-31,-786,851,9
2406,-14,-724,730,-33,-784,851,10
2421,-31,-757,774,-36,-781,851,4
2429,-24,-794,815,-39,-770,844,3
2429,-5,-769,796,-40,-763,836,4
2432,5,-766,783,-41,-757,832,3
2436,-4,-787,801,-44,-750,828,5
2442,-23,-775,836,-46,-746,825,3
2453,-29,-735,815,-49,-737,818,4
2458,-20,-721,791,-52,-733,816,5
2466,-17,-762,822,-55,-729,814,3
2471,0,-766,830,-59,-724,813,5
2478,-20,-742,824,-63,-719,811,4
2485,-49,-719,809,-66,-715,810,4
2492,-67,-726,811,-70,-711,809,4
2499,-40,-719,823,-74,-707,808,4
2506,-41,-713,803,-78,-702,807,4
2512,-40,-707,790,-82,-698,805,5
2518,-40,-700,771,-86,-693,804,5
2535,-47,-726,816,-98,-683,804,2
2542,-66,-694,792,-102,-677,804,3
2549,-80,-684,802,-106,-673,802,2
2555,-86,-689,791,-109,-669,801,2
2560,-78,-693,790,-112,-663,799,4
2567,-60,-694,794,-117,-658,798,3
2573,-58,-669,777,-122,-653,796,4
2579,-57,-652,759,-126,-647,794,4
2584,-69,-662,760,-130,-641,792,4
2596,-103,-671,818,-138,-629,785,3
2601,-114,-632,782,-140,-621,780,4
2605,-123,-615,768,-141,-615,774,4
2609,-137,-641,788,-141,-607,766,5
2608,-143,-639,782,-141,-605,764,7
2614,-143,-637,777,-143,-603,765,9
2625,-146,-599,731,-146,-598,762,6
2629,-136,-584,727,-148,-591,758,6
2633,-144,-598,757,-149,-586,752,7
2638,-143,-620,778,-151,-580,749,7
2648,-152,-605,744,-156,-570,744,7
2655,-135,-598,723,-159,-565,742,7
2661,-125,-602,747,-164,-559,741,7
2668,-123,-609,755,-170,-553,741,6
2674,-129,-591,748,-175,-547,739,7
2681,-139,-571,723,-179,-542,738,7
2688,-143,-574,696,-185,-537,739,5
2695,-135,-576,709,-191,-530,739,5
2700,-139,-574,734,-197,-524,738,6
2709,-154,-564,743,-205,-517,738,4
2722,-168,-542,719,-218,-503,738,4
2727,-179,-532,718,-224,-497,737,5
2735,-184,-544,732,-239,-483,739,4
2741,-190,-525,726,-241,-480,737,5
2747,-184,-499,698,-252,-470,738,5
2755,-205,-480,694,-257,-465,737,3
2763,-199,-484,693,-264,-454,734,10
2769,-192,-493,700,-273,-445,734,9
2775,-222,-492,717,-280,-437,733,10
2794,-207,-467,685,-311,-404,731,9
2800,-215,-481,715,-322,-392,729,9
2807,-232,-452,707,-334,-379,727,8
2812,-241,-451,718,-342,-368,725,9
2819,-238,-439,697,-354,-355,722,8
2825,-240,-431,690,-362,-343,719,8
2830,-239,-413,686,-371,-330,715,8
2835,-263,-410,700,-379,-318,711,8
2841,-283,-406,709,-387,-306,705,8
2841,-287,-354,710,-394,-287,692,16
2852,-303,-345,718,-408,-272,690,10
2857,-328,-336,712,-414,-265,688,12
2869,-324,-350,696,-426,-250,685,6
2876,-328,-354,692,-433,-235,677,6
2880,-325,-345,676,-437,-225,670,7
2884,-324,-333,673,-442,-215,665,6
2889,-340,-300,656,-447,-204,660,6
2894,-376,-273,654,-451,-196,655,6
2900,-376,-272,673,-455,-187,650,6
2911,-362,-288,678,-465,-169,641,5
2917,-363,-267,662,-470,-159,636,5
2922,-394,-247,650,-474,-151,632,6
2927,-416,-220,652,-477,-145,628,7
2935,-403,-225,646,-481,-138,625,6
2938,-414,-234,649,-484,-131,621,7
2944,-409,-219,631,-487,-124,617,6
2951,-427,-205,636,-490,-118,614,6
2957,-441,-168,617,-492,-113,611,5
2960,-422,-166,593,-494,-108,608,8
2977,-456,-153,611,-500,-93,599,8
2983,-449,-151,610,-502,-87,595,8
2989,-463,-153,610,-505,-81,592,8
2995,-469,-128,584,-506,-76,589,7
3001,-483,-117,595,-508,-71,586,7
3008,-478,-121,599,-511,-64,582,7
3014,-484,-88,579,-513,-59,578,6
3020,-485,-94,592,-516,-52,574,6
3025,-518,-63,588,-517,-47,570,8
3039,-504,-86,588,-527,-24,557,6
3045,-507,-47,561,-527,-22,555,6
3050,-496,-52,548,-531,-12,549,7
3058,-489,-63,560,-532,-7,545,6
3063,-506,-40,548,-534,0,540,7
3069,-523,-24,549,-535,5,535,7
3076,-516,-47,552,-539,16,528,6
3083,-524,-33,549,-542,27,521,5
3089,-542,-27,554,-545,37,513,6
3094,-526,-38,557,-547,47,505,7
3113,-534,-1,515,-552,79,478,6
3119,-537,5,507,-552,88,470,6
3125,-539,24,514,-551,98,458,6
3126,-541,13,518,-550,103,454,12
3138,-551,34,488,-556,119,443,6
3140,-574,47,504,-558,126,439,10
3151,-562,52,492,-562,139,430,5
3157,-557,75,468,-567,147,427,5
3163,-555,94,447,-571,155,423,5
3174,-552,102,435,-577,169,415,5
3179,-556,120,417,-579,174,414,6
3186,-553,133,415,-581,179,410,5
3191,-569,143,418,-584,185,407,6
3197,-565,135,431,-586,191,403,6
3203,-564,140,423,-588,197,399,6
3209,-581,162,411,-589,201,396,5
3215,-567,168,400,-591,206,394,5
3222,-581,166,401,-592,210,391,4
3227,-603,173,412,-594,214,389,5
3238,-594,205,402,-597,222,384,7
3245,-585,212,397,-598,226,380,6
3251,-585,204,397,-599,230,378,6
3257,-584,194,403,-601,234,374,6
3263,-588,203,384,-602,238,372,6
3268,-582,207,377,-603,242,369,6
3274,-590,221,373,-604,246,366,6
3281,-600,225,373,-605,250,363,6
3289,-584,211,379,-606,255,359,3
3294,-591,219,377,-607,260,354,4
3306,-587,230,361,-609,270,347,4
3312,-598,246,364,-610,275,342,4
3319,-604,249,359,-611,282,337,4
3325,-619,248,372,-612,289,330,4
3331,-619,252,363,-613,297,324,4
3338,-611,263,337,-614,304,317,3
3341,-599,256,336,-615,310,313,6
3347,-596,264,324,-615,322,301,6
3354,-608,283,340,-616,332,291,5
3361,-600,278,339,-616,336,288,4
3372,-613,298,326,-618,349,275,6
3379,-597,301,308,-617,358,267,5
3385,-582,311,295,-618,366,258,5
3391,-611,332,285,-618,373,251,5
3397,-609,325,268,-617,381,243,5
3403,-629,331,267,-617,389,235,5
3409,-645,355,275,-617,399,225,5
3416,-618,342,278,-616,409,215,5
3422,-609,347,278,-616,419,204,5
3435,-606,360,252,-614,440,181,4
3435,-603,378,235,-614,444,177,10
3448,-616,400,218,-610,455,161,4
3451,-603,376,198,-608,460,155,8
3461,-615,391,200,-604,468,144,3
3470,-601,399,183,-598,474,131,3
3476,-591,411,191,-594,479,122,3
3482,-610,430,181,-590,484,113,3
3488,-607,457,184,-586,489,103,4
3494,-585,470,186,-582,493,95,4
3501,-582,482,166,-579,496,88,3
3514,-576,466,144,-573,503,74,3
3519,-576,482,144,-570,506,68,4
3527,-582,485,138,-568,509,61,2
3532,-578,491,132,-565,511,55,3
3538,-568,494,118,-562,514,49,4
3545,-559,489,99,-560,516,44,3
3551,-569,490,103,-557,518,39,3
3558,-561,491,105,-554,521,33,2
3564,-571,504,101,-551,523,27,2
3569,-572,508,85,-549,525,22,4
3581,-558,509,71,-544,529,13,4
3587,-540,507,51,-541,531,8,4
3596,-534,511,37,-539,533,3,1
3602,-539,509,28,-536,535,0,1
3608,-539,522,13,-534,536,-3,1
3613,-540,516,27,-532,538,-8,2
3619,-526,517,32,-528,540,-14,2
3623,-527,519,21,-525,542,-18,5
3631,-518,505,25,-521,546,-27,2
3642,-527,514,11,-512,551,-40,4
3648,-526,525,7,-507,554,-49,4
3655,-539,545,-5,-499,560,-63,3
3661,-518,552,-12,-492,563,-73,3
3668,-507,539,-25,-490,564,-76,2
3672,-494,520,-35,-487,565,-80,4
3679,-494,528,-35,-482,568,-88,3
3684,-487,538,-39,-477,570,-95,4
3692,-489,553,-41,-470,572,-104,2
3698,-474,561,-55,-465,574,-112,2
3703,-453,574,-76,-460,576,-119,3
3715,-449,541,-87,-448,579,-135,3
3720,-459,543,-82,-443,580,-141,3
3726,-450,550,-92,-436,582,-150,3
3732,-460,573,-103,-429,583,-158,3
3739,-461,582,-108,-421,584,-167,3
3744,-435,561,-110,-415,584,-174,3
3745,-439,550,-120,-411,585,-179,8
3747,-432,554,-127,-409,586,-182,12
3759,-408,570,-145,-399,589,-194,6
3767,-415,578,-153,-395,593,-203,4
3773,-398,565,-140,-393,599,-211,4
3784,-396,589,-176,-389,609,-226,4
3791,-379,585,-193,-387,613,-232,3
3797,-384,581,-179,-384,616,-238,3
3803,-382,583,-177,-382,620,-245,3
3808,-371,583,-181,-379,624,-251,4
3814,-371,615,-200,-377,626,-257,4
3820,-374,593,-198,-374,629,-263,4
3827,-382,587,-210,-371,631,-268,3
3834,-402,612,-216,-367,633,-274,3
3849,-374,612,-226,-361,638,-285,2
3854,-363,618,-243,-360,640,-289,4
3862,-348,627,-281,-359,642,-291,3
3869,-357,601,-266,-357,644,-294,3
3876,-359,604,-258,-355,645,-298,2
3884,-351,629,-274,-353,647,-302,2
3891,-370,639,-260,-350,649,-307,1
3898,-345,628,-273,-348,650,-310,1
3904,-335,617,-296,-346,652,-313,1
3910,-353,631,-291,-345,654,-317,3
3917,-329,623,-291,-343,656,-321,3
3932,-348,660,-305,-336,659,-331,3
3938,-329,633,-296,-333,660,-335,2
3946,-338,626,-309,-327,662,-342,2
3953,-360,633,-298,-317,663,-354,2
3960,-335,617,-297,-315,664,-356,1
3966,-341,624,-294,-308,666,-365,3
3974,-328,645,-323,-306,668,-368,2
3981,-311,623,-334,-302,669,-373,2
3988,-325,632,-344,-299,671,-378,3
4003,-322,635,-341,-287,674,-392,2
4011,-317,658,-341,-280,675,-400,2
4018,-308,647,-347,-274,677,-408,2
4025,-295,646,-362,-269,679,-415,3
4033,-295,657,-372,-262,680,-422,2
4041,-288,652,-355,-256,682,-430,2
4048,-270,659,-370,-251,685,-438,3
4057,-262,669,-391,-246,687,-446,3
4066,-276,672,-386,-239,690,-456,3
4091,-281,676,-348,-219,694,-481,3
4095,-249,675,-383,-213,692,-486,6
4106,-241,668,-404,-207,689,-490,2
4112,-248,676,-424,-201,684,-491,2
4117,-241,661,-427,-195,681,-493,2
4122,-234,655,-429,-190,677,-494,2
4128,-232,680,-447,-186,674,-495,2
4134,-235,672,-436,-180,671,-498,2
4139,-203,651,-460,-177,669,-498,2
4146,-218,657,-466,-173,667,-500,1
4158,-182,668,-473,-165,662,-503,2
4164,-190,652,-462,-162,660,-504,2
4171,-198,647,-456,-158,658,-506,1
4176,-200,639,-438,-154,655,-508,2
4183,-170,624,-447,-150,653,-510,1
4188,-171,633,-453,-147,651,-511,3
4195,-172,651,-459,-143,649,-513,2
4201,-182,656,-487,-140,647,-514,1
4206,-183,629,-483,-137,645,-515,3
4219,-171,642,-477,-129,642,-518,2
4226,-179,656,-475,-123,639,-521,2
4233,-142,644,-485,-120,637,-523,1
4240,-125,633,-509,-116,634,-525,1
4247,-152,636,-500,-111,631,-526,5
4254,-148,633,-502,-105,629,-529,5
4260,-126,609,-489,-96,624,-534,4
4267,-118,613,-490,-94,623,-534,4
4274,-114,609,-509,-89,620,-536,3
4279,-122,642,-542,-87,619,-536,4
4292,-95,621,-538,-80,614,-539,4
4296,-94,613,-514,-76,611,-540,5
4303,-89,636,-514,-71,608,-542,5
4309,-83,631,-546,-65,604,-545,5
4316,-96,619,-540,-59,601,-547,5
4322,-65,605,-542,-53,597,-549,4
4328,-61,590,-534,-48,594,-550,5
4334,-75,593,-523,-43,590,-552,5
4339,-73,597,-508,-36,585,-554,5
4345,-66,589,-524,-29,580,-556,4
4356,-33,576,-549,-20,571,-556,4
4355,-19,575,-558,-20,569,-554,12
4366,-30,581,-550,-11,565,-558,6
4369,-33,591,-544,-8,563,-560,9
4380,-33,583,-543,1,558,-565,4
4387,-14,571,-553,6,555,-566,4
4393,-9,574,-568,10,552,-568,5
4399,0,562,-568,16,549,-570,5
4405,0,543,-557,20,546,-572,4
4411,-8,540,-538,25,544,-574,5
4430,-2,544,-546,40,534,-580,4
4437,5,559,-581,44,532,-581,4
4443,26,534,-569,48,530,-583,4
4449,34,530,-576,51,528,-584,4
4456,42,525,-577,54,526,-585,3
4462,49,526,-575,57,524,-586,4
4469,65,518,-582,58,523,-586,4
4475,58,517,-585,61,521,-587,3
4487,57,511,-572,66,518,-589,4
4494,43,513,-562,71,515,-590,4
4500,36,516,-531,76,512,-593,3
4507,62,510,-553,81,509,-594,3
4513,77,514,-576,84,506,-596,3
4519,79,502,-578,88,504,-597,3
4525,83,500,-579,92,501,-598,2
4530,95,492,-582,95,499,-599,5
4536,77,496,-571,100,495,-601,5
4542,100,505,-577,106,491,-603,4
4550,106,489,-581,112,487,-605,4
4562,118,489,-602,132,473,-612,3
4568,104,475,-592,133,472,-612,5
4574,92,474,-589,143,465,-614,4
4581,99,465,-564,146,463,-615,3
4586,117,469,-574,152,459,-617,4
4593,123,487,-602,161,452,-619,3
4599,144,486,-609,169,445,-621,4
4605,128,484,-615,180,437,-624,3
4611,129,474,-610,190,429,-626,4
4625,148,459,-610,213,411,-630,4
4631,147,463,-625,224,401,-631,3
4637,163,450,-618,235,392,-633,3
4643,164,436,-622,246,382,-634,4
4650,156,441,-621,259,370,-635,3
4656,170,398,-588,268,362,-635,3
4658,181,399,-614,274,356,-635,7
4660,186,382,-619,282,350,-636,10
4673,201,383,-633,297,336,-637,4
4681,212,383,-636,308,330,-641,2
4689,221,375,-627,321,323,-647,2
4705,245,348,-623,344,309,-655,3
4714,255,330,-645,352,305,-658,3
4721,274,324,-651,361,299,-660,3
4729,270,333,-663,369,295,-663,3
4737,278,317,-661,377,289,-664,2
4744,279,301,-636,384,284,-665,2
4751,268,293,-632,390,280,-667,2
4758,286,278,-638,396,276,-668,2
4765,306,289,-638,403,272,-670,3
4774,322,300,-674,409,267,-670,1
4788,342,276,-649,419,260,-672,1
4797,334,287,-662,426,254,-673,1
4801,331,286,-651,432,250,-674,3
4810,335,283,-670,439,243,-674,2
4817,356,277,-669,446,237,-674,2
4825,388,271,-671,453,230,-674,1
4832,393,249,-655,458,225,-675,1
4838,376,249,-672,465,220,-675,3
4845,365,238,-640,474,211,-674,2
4862,405,241,-658,497,183,-670,2
4869,432,233,-669,501,181,-671,1
4875,425,243,-681,512,168,-669,3
4884,419,231,-668,518,162,-668,2
4893,438,230,-664,527,151,-666,1
4898,453,207,-658,535,142,-666,2
4908,481,193,-673,544,131,-663,0
4916,464,208,-666,553,119,-661,1
4923,466,191,-678,563,107,-659,2
4931,486,173,-668,572,96,-656,2
4947,503,166,-632,590,73,-652,3
4955,502,148,-628,598,63,-650,2
4961,523,135,-650,607,53,-649,3
4971,525,130,-653,615,42,-647,3
4980,528,140,-669,625,30,-645,3
4988,551,116,-655,635,19,-644,3
4998,577,102,-653,646,8,-643,2
5002,576,89,-645,653,1,-645,9
5019,585,81,-636,659,-10,-639,3
5023,609,73,-660,663,-18,-636,5
5034,583,78,-657,669,-27,-632,2
5052,617,55,-628,682,-44,-630,2
5060,638,40,-606,688,-53,-628,2
5073,645,-4,-628,694,-59,-627,3
